Name,Isomeric SMILES,Model,BetaT,GammaT,BetaV,GammaV,Fij,Tred_0,Tred_0_1,Tred_0_2,Tred_0_3,Tred_0_4,Tred_0_5,Tred_0_6,Tred_0_7,Tred_0_8,Tred_0_9,Tred_1,Dred_0,Dred_0_1,Dred_0_2,Dred_0_3,Dred_0_4,Dred_0_5,Dred_0_6,Dred_0_7,Dred_0_8,Dred_0_9,Dred_1
Propane/Hexane                                            [C3/C6],CCC.CCCCCC,KW0,1,1.025657518,1,1.057872566,0,507.82,495.047116,482.0475395,468.8212706,455.3683092,441.6886555,427.7823092,413.6492706,399.2895395,384.703116,369.89,2.706,2.825494505,2.958607409,3.10772619,3.275833794,3.466706503,3.685196337,3.937643324,4.23249313,4.581250174,5
Propane/Ethanol                                           [C3/ETO],CCC.CCO,KW0,1.016,0.998,1.064,0.964,1.15,514.71,499.9948503,484.8792279,469.536532,454.1379532,438.8525083,423.8470748,409.2864246,395.3332571,382.1482318,369.89,5.93,5.810632152,5.723338778,5.655413993,5.596246088,5.536661244,5.468675946,5.385521915,5.281838635,5.153932429,5
Propane/Heptane                                           [C3/C7],CCC.CCCCCCC,KW0,1,1.050044169,1,1.079648053,0,540.2,525.7486331,510.7240144,495.1261439,478.9550217,462.2106476,444.8930217,427.0021439,408.5380144,389.5006331,369.89,2.33,2.451146085,2.588118264,2.744157197,2.923455764,3.13153642,3.375823461,3.666538704,4.018156,4.45186857,5
Propane/Water                                             [C3/H2O],CCC.O,KW0,1,0.600340961,1,1.011759763,0,647.096,580.7144473,522.9242174,473.7253103,433.1177261,401.1014647,377.6765261,362.8429103,356.6006174,358.9496473,369.89,17.873728,14.72326851,12.43283931,10.69685928,9.33886416,8.249858044,7.358904288,6.617863482,5.992928538,5.459669458,5
Propane/Octane                                            [C3/C8],CCC.CCCCCCCC,KW0,1,1.063694129,1,1.102764612,0,568.74,552.196079,534.909696,516.880851,498.1095441,478.5957751,458.3395441,437.340851,415.599696,393.116079,369.89,2.031,2.14941762,2.284945313,2.441507016,2.624328351,2.840525077,3.100042522,3.417217149,3.813500588,4.322498723,5
Propane/Nonane                                            [C3/C9],CCC.CCCCCCCCC,KW0,1,1.109973833,1,1.199769134,0,594.55,578.9792527,561.876227,543.2409229,523.0733405,501.3734796,478.1413405,453.3769229,427.080227,399.2512527,369.89,1.81,1.906791421,2.021037288,2.157270048,2.321794053,2.523638877,2.776203175,3.100252699,3.52978081,4.124523324,5
Propane/Decane                                            [C3/C10],CCC.CCCCCCCCCC,KW0,0.985331233,1.140905252,0.984104227,1.053040574,0,617.7,601.0413295,583.0828663,563.6390677,542.5222042,519.5423272,494.5072359,467.222444,437.4911458,405.114181,369.89,1.64,1.77084735,1.919601754,2.090590771,2.289722338,2.525272627,2.809195264,3.15940448,3.603997491,4.189655302,5
Ammonia/Cyclohexane                                       [NH3/CC6],N.C1CCCCC1,KW0,1.107297088,0.8395,1,1.3341,-0.08997,553.6,530.002109,505.3767738,481.0078381,458.0726619,437.6529373,420.7442117,408.2642963,401.0607082,399.9172735,405.56,3.224,3.432083827,3.683628718,3.992278943,4.378200394,4.872487401,5.525704141,6.425924632,7.741397989,9.838604403,13.696
Dimethyl ether/Methanol                                   [DME/MEO],COC.CO,KW0,1.00431857,0.9862,1,1.072,0.736,513.38,500.6000009,488.0247891,475.7011673,463.6757762,451.9950962,440.7054473,429.8529902,419.4837269,409.6435013,400.378,8.78517,8.280423759,7.850831929,7.482061778,7.163290074,6.886198306,6.644295211,6.432448731,6.246555686,6.083304201,5.94
Dimethyl ether/Ethanol                                    [DME/ETO],COC.CCO,KW0,1.005025126,1.0417,1,1.1286,-1.2836,514.71,506.380504,497.2085249,487.2517547,476.5676539,465.2134524,453.246151,440.7225222,427.6991117,414.2322393,400.378,5.93,5.796902442,5.697646694,5.629062587,5.589053687,5.576431957,5.59082789,5.632663135,5.703181761,5.804544547,5.94
Dimethyl ether/Dimethyl carbonate                         [DME/DMC],COC.COC(=O)OC,KW0,1,0.9794,1,1,1,557,538.4259007,520.4988902,503.2189683,486.5861352,470.6003909,455.2617352,440.5701683,426.5256902,413.1283007,400.378,4,4.14332369,4.295319187,4.456758651,4.628507419,4.811538454,5.00694954,5.215983901,5.440055023,5.680776753,5.94
Isobutane/Butane                                          [C4I/C4],CC(C)C.CCCC,KW0,0.999922459,1.001432824,0.999120311,1.00041444,-0.055124029,425.125,423.480032,421.8179038,420.1378396,418.4390635,416.7207995,414.9822716,413.2227038,411.44132,409.6373442,407.81,3.922769613,3.918637956,3.914246829,3.909680595,3.905022961,3.90035693,3.895764775,3.891328059,3.887127685,3.883243975,3.879756788
Isobutane/Isopentane                                      [C4I/C5I],CC(C)C.CCC(C)C,KW0,1,1.001835788,1,1.002284353,0,460.35,455.0959594,449.8419279,444.5879053,439.3338918,434.0798873,428.8258918,423.5719053,418.3179279,413.0639594,407.81,3.271,3.323221332,3.377118946,3.432774862,3.490276536,3.549717327,3.611196995,3.674822262,3.740707432,3.808975075,3.879756788
Isobutane/Pentane                                         [C4I/C5],CC(C)C.CCCCC,KW0,1,1.002495889,1,1.002779804,0,469.659,463.4742953,457.2895471,451.1047556,444.9199207,438.7350424,432.5501207,426.3651556,420.1801471,413.9950953,407.81,3.25991,3.312694892,3.36725002,3.423665925,3.482039429,3.54247419,3.605081318,3.669980051,3.737298519,3.807174585,3.879756788
Isobutane/Hexane                                          [C4I/C6],CC(C)C.CCCCCC,KW0,1,1.006018054,1,1.010493989,0,507.82,497.8189227,487.8178626,477.8168197,467.8157939,457.8147854,447.8137939,437.8128197,427.8118626,417.8109227,407.81,2.706,2.790549228,2.880521658,2.976456349,3.078966252,3.188751318,3.306614501,3.433481431,3.570424771,3.718694622,3.879756788
Isobutane/Heptane                                         [C4I/C7],CC(C)C.CCCCCCC,KW0,1,1.00988576,1,1.021668316,0,540.2,526.960126,513.7204462,500.4809606,487.2416692,474.0025721,460.7636692,447.5249606,434.2864462,421.048126,407.81,2.33,2.426905949,2.532231524,2.647123858,2.772948392,2.911343391,3.064291674,3.234216218,3.424109474,3.637711114,3.879756788
Isobutane/Water                                           [C4I/H2O],CC(C)C.O,KW0,1,1,1,1,0,647.096,620.6926536,594.8392509,569.5357918,544.7822763,520.5787045,496.9250763,473.8213918,451.2676509,429.2638536,407.81,17.873728,13.94830017,11.30913355,9.421485229,8.010115495,6.919007196,6.053189597,5.351588419,4.773175121,4.289389934,3.879756788
Isobutane/Octane                                          [C4I/C8],CC(C)C.CCCCCCCC,KW0,1,1.013945424,1,1.032807063,0,568.74,552.6542682,536.5669212,520.477959,504.3873818,488.2951893,472.2013818,456.105959,440.0089212,423.9102682,407.81,2.031,2.133166842,2.246022691,2.371337366,2.511294219,2.668618418,2.846756128,3.050129842,3.284510495,3.557573797,3.879756788
Isobutane/Nonane                                          [C4I/C9],CC(C)C.CCCCCCCCC,KW0,1,1.017817492,1,1.047298475,0,594.55,575.8758558,557.2017436,538.5276635,519.8536154,501.1795994,482.5056154,463.8316635,445.1577436,426.4838558,407.81,1.81,1.912160489,2.026503259,2.155345488,2.3016318,2.469162061,2.662926186,2.889609587,3.158380167,3.482158496,3.879756788
Isobutane/Decane                                          [C4I/C10],CC(C)C.CCCCCCCCCC,KW0,1,1.021624748,1,1.060243344,0,617.7,596.7108378,575.7217117,554.7326216,533.7435676,512.7545496,491.7655676,470.7766216,449.7877117,428.7988378,407.81,1.64,1.740633851,1.854385599,1.983998982,2.133040254,2.306231378,2.509959458,2.753081688,3.048247235,3.414169759,3.879756788
Butane/Isopentane                                         [C4/C5I],CCCC.CCC(C)C,KW0,1,1.000792201,1,1.002728434,0,460.35,456.8275,453.305,449.7825001,446.2600001,442.7375001,439.2150001,435.6925001,432.17,428.6475,425.125,3.271,3.326277831,3.383453385,3.442626096,3.503902464,3.567396701,3.633231438,3.701538515,3.772459868,3.846148504,3.922769613
Butane/Pentane                                            [C4/C5],CCCC.CCCCC,KW0,1,1.00214364,1,1.01815965,0,469.659,465.2782108,460.8812859,456.4682253,452.0390289,447.5936967,443.1322289,438.6546253,434.1608859,429.6510108,425.125,3.25991,3.307480024,3.358391634,3.412891018,3.471253136,3.533785806,3.600834513,3.672788117,3.750085636,3.83322436,3.922769613
Butane/Methanol                                           [C4/MEO],CCCC.CO,KW0,1.037,0.872,1,1,1.068,513.38,495.5608279,478.7440252,463.3224499,449.6774629,438.1793455,429.187699,423.0518267,420.1111002,420.6953097,425.125,8.78517,7.920704186,7.191693116,6.569355611,6.032481856,5.565100516,5.154958062,4.792498533,4.470161608,4.181888868,3.922769613
Butane/Hexane                                             [C4/C6],CCCC.CCCCCC,KW0,1,1.00915706,1,1.034995284,0,507.82,499.9858473,492.0549508,484.0273104,475.9029261,467.6817981,459.3639261,450.9493104,442.4379508,433.8298473,425.125,2.706,2.78246063,2.86575241,2.956722973,3.056370625,3.165879137,3.286662653,3.420424339,3.569233923,3.735631628,3.922769613
Butane/Heptane                                            [C4/C7],CCCC.CCCCCCC,KW0,1,1.021283378,1,1.019174227,0,540.2,529.9088831,519.3474589,508.5157273,497.4136883,486.041342,474.3986883,462.4857273,450.3024589,437.8488831,425.125,2.33,2.429791315,2.538226198,2.65647731,2.785939478,2.928284922,3.085535818,3.260160908,3.455205961,3.674472835,3.922769613
Butane/Water                                              [C4/H2O],CCCC.O,KW0,1,0.615512682,1,1.223638763,0,647.096,586.509186,534.4534195,490.9287007,455.9350293,429.4724055,411.5408293,402.1403007,401.2708195,408.932386,425.125,17.873728,13.02295503,10.26508648,8.486201798,7.243764983,6.327038803,5.622888518,5.065140109,4.612505131,4.237887872,3.922769613
Butane/Octane                                             [C4/C8],CCCC.CCCCCCCC,KW0,1,1.033180106,1,1.046905515,0,568.74,556.376447,543.5689059,530.3173764,516.6218588,502.4823529,487.8988588,472.8713764,457.3999059,441.484447,425.125,2.031,2.130636561,2.241356473,2.365108632,2.50432744,2.662094036,2.842366338,3.050314804,3.292825271,3.579274684,3.922769613
Butane/Nonane                                             [C4/C9],CCCC.CCCCCCCCC,KW0,1,1.014096448,1,1.049219137,0,594.55,577.6075,560.6649999,543.7224999,526.7799999,509.8374999,492.8949999,475.9524999,459.0099999,442.0675,425.125,1.81,1.913056793,2.028552102,2.158882467,2.307102339,2.477166482,2.67428808,2.905482534,3.180419929,3.512811933,3.922769613
Butane/Decane                                             [C4/C10],CCCC.CCCCCCCCCC,KW0,0.993688386,1.076466918,0.976951968,1.027845529,0,617.7,603.3792459,588.1829949,572.0288975,554.8341874,536.5156794,516.9897662,496.172416,473.9791698,450.3251383,425.125,1.64,1.75335197,1.878304733,2.017294607,2.173590676,2.351657512,2.557721096,2.800686178,3.093691533,3.456891805,3.922769613
Isopentane/Pentane                                        [C5I/C5],CCC(C)C.CCCCC,KW0,1,1.000050537,1,1.000024335,0,469.659,468.7281366,467.7972651,466.8663854,465.9354976,465.0046017,464.0736976,463.1427854,462.2118651,461.2809366,460.35,3.25991,3.261001914,3.262097606,3.263197083,3.264300353,3.265407422,3.266518297,3.267632985,3.268751494,3.26987383,3.271
Isopentane/Hexane                                         [C5I/C6],CCC(C)C.CCCCCC,KW0,1,1.001204174,1,1.002995876,0,507.82,503.073,498.3260001,493.5790001,488.8320001,484.0850001,479.3380001,474.5910001,469.8440001,465.097,460.35,2.706,2.753561641,2.802825267,2.853883899,2.906837464,2.961793446,3.018867615,3.078184841,3.139880005,3.204099023,3.271
Isopentane/Heptane                                        [C5I/C7],CCC(C)C.CCCCCCC,KW0,1,1.003194615,1,1.009928206,0,540.2,532.2145346,524.2291726,516.243914,508.2587589,500.2737071,492.2887589,484.303914,476.3191726,468.3345346,460.35,2.33,2.39887941,2.471987236,2.549725154,2.632547374,2.72096953,2.815579419,2.917050083,3.026155847,3.143792116,3.271
Isopentane/Water                                          [C5I/H2O],CCC(C)C.O,KW0,1,1,1,1,0,647.096,626.9941063,607.209389,587.7418481,568.5914835,549.7582953,531.2422835,513.0434481,495.161789,477.5973063,460.35,17.873728,13.35466048,10.50909397,8.563520547,7.15633197,6.096013016,5.271754616,4.615059063,4.081349408,3.640396912,3.271
Isopentane/Octane                                         [C5I/C8],CCC(C)C.CCCCCCCC,KW0,1,1.00564748,1,1.017880545,0,568.74,557.9059836,547.0708597,536.2346284,525.3972896,514.5588433,503.7192896,492.8786284,482.0368597,471.1939836,460.35,2.031,2.11133039,2.198203771,2.292453384,2.395060227,2.507187319,2.630223981,2.765843683,2.91608061,3.08343238,3.271
Isopentane/Nonane                                         [C5I/C9],CCC(C)C.CCCCCCCCC,KW0,1,1.008191499,1,1.028994325,0,594.55,581.13,567.71,554.29,540.87,527.45,514.03,500.61,487.19,473.77,460.35,1.81,1.894623828,1.987548677,2.090058954,2.203718455,2.330450699,2.47264868,2.633327403,2.816340025,3.026690865,3.271
Isopentane/Decane                                         [C5I/C10],CCC(C)C.CCCCCCCCCC,KW0,1,1.010825138,1,1.039372957,0,617.7,601.965,586.23,570.495,554.76,539.025,523.29,507.555,491.82,476.085,460.35,1.64,1.726065832,1.821665308,1.928475393,2.04859085,2.184663001,2.340097714,2.519344386,2.728328756,2.975120626,3.271
Pentane/Hexane                                            [C5/C6],CCCCC.CCCCCC,KW0,1,1.000761237,1,1.002480637,0,507.82,504.0037501,500.1875336,496.3713503,492.5552004,488.7390837,484.9230004,481.1069503,477.2909336,473.4749501,469.659,2.706,2.752961425,2.801538482,2.851815944,2.903884626,2.957841923,3.013792421,3.071848575,3.132131462,3.194771621,3.25991
Pentane/Heptane                                           [C5/C7],CCCCC.CCCCCCC,KW0,1,1.002441051,1,1.008972412,0,540.2,533.1452121,526.0905771,519.0360949,511.9817656,504.9275892,497.8735656,490.8196949,483.7659771,476.7124121,469.659,2.33,2.398569817,2.471261699,2.548458833,2.630593419,2.718154766,2.811699046,2.911861122,3.019368969,3.135061402,3.25991
Pentane/Water                                             [C5/H2O],CCCCC.O,KW0,1,0.447666011,1,0.95667731,0,647.096,573.2667797,511.9010084,462.9986861,426.5598126,402.5843882,391.0724126,392.0238861,405.4388084,431.3171797,469.659,17.873728,13.55062153,10.72343681,8.747602759,7.299941516,6.200981997,5.343330965,4.658950978,4.102748852,3.643724342,3.25991
Pentane/Octane                                            [C5/C8],CCCCC.CCCCCCCC,KW0,1,1.016422347,1,1.069223964,0,568.74,559.9332592,550.8817719,541.5855381,532.0445578,522.2588311,512.2283578,501.9531381,491.4331719,480.6684592,469.659,2.031,2.094753863,2.166362913,2.247046337,2.338308964,2.442028273,2.560575466,2.696987216,2.855214677,3.040493562,3.25991
Pentane/Nonane                                            [C5/C9],CCCCC.CCCCCCCCC,KW0,1,1.103421755,1,1.034910633,0,594.55,591.2362274,585.8834932,578.4917973,569.0611397,557.5915206,544.0829397,528.5353973,510.9488932,491.3234274,469.659,1.81,1.89256721,1.983437871,2.083927919,2.19564689,2.320584646,2.461230755,2.620741866,2.80318118,3.01386906,3.25991
Pentane/Decane                                            [C5/C10],CCCCC.CCCCCCCCCC,KW0,1,1.049035838,1,1.016370338,0,617.7,606.7387425,594.9235201,582.2543326,568.7311801,554.3540626,539.1229801,523.0379326,506.0989201,488.3059425,469.659,1.64,1.731120923,1.831623403,1.943006997,2.067107936,2.2061992,2.363128527,2.541512294,2.746013553,2.982750155,3.25991
Acetone/Cyclohexane                                       [ACT/CC6],CC(=O)C.C1CCCCC1,KW0,1,0.9335,1,0.9903,-0.5274,553.6,542.6137758,533.0578236,524.9321435,518.2367355,512.9715994,509.1367355,506.7321435,505.7578236,506.2137758,508.1,3.224,3.339651767,3.461243936,3.589158241,3.723804191,3.865621074,4.015080061,4.172686388,4.338981597,4.514545811,4.7
Methanol/Toluene                                          [MEO/TOL],CO.CC1=CC=CC=C1,KW0,0.947867299,0.764,1,1.183,5.902,591.75,557.0342659,529.6290811,509.0696569,494.8715263,486.529491,483.5165004,485.2824578,491.252946,500.8278689,513.38,3.169,3.345884847,3.553450981,3.799639322,4.095448444,4.456557099,4.906103288,5.47971125,6.235218133,7.273172283,8.78517
Methanol/Decane                                           [MEO/C10],CO.CCCCCCCCCC,KW0,1.095290252,1.047,1,0.957,-7.124,617.7,619.4356587,614.5775142,604.776622,591.5619291,576.3513579,560.4617043,545.1174947,531.458929,520.5490167,513.38,1.64,1.83150701,2.060205129,2.336850408,2.676573558,3.101300858,3.643964038,4.356249852,5.323911709,6.699892312,8.78517
Methanol/Ethylene glycol                                  [MEO/EGLY],CO.C(CO)O,KW0,0.9942,1.0691,1.0723,0.8637,-1.703,719,703.8965033,687.819851,670.6808321,652.3898206,632.8567736,611.9912286,589.7023012,565.8986827,540.4886373,513.38,5.88,6.176669264,6.506114836,6.862497213,7.236667901,7.615157059,7.97944725,8.305969156,8.567350403,8.735319501,8.78517
Hexane/Benzene                                            [C6/BEN],CCCCCC.C1=CC=CC=C1,KW0,1,0.991,1,0.999,-0.92,562.02,555.6108989,549.4215981,543.4520975,537.7023971,532.172497,526.8623971,521.7720975,516.9015981,512.2508989,507.82,3.901,3.745462503,3.599906662,3.463439819,3.335271474,3.214699132,3.101096426,2.99390312,2.892616637,2.796784864,2.706
Hexane/Cyclohexane                                        [C6/CC6],CCCCCC.C1CCCCC1,KW0,1,1.002,1,0.9979,-0.3672,553.6,549.1239825,544.6253022,540.1039591,535.5599533,530.9932847,526.4039533,521.7919591,517.1573022,512.4999825,507.82,3.224,3.166288445,3.109996063,3.055081063,3.001502974,2.949222607,2.898202013,2.848404457,2.799794372,2.752337329,2.706
Hexane/Dimethyl carbonate                                 [C6/DMC],CCCCCC.COC(=O)OC,KW0,1,0.9365,1,1,-0.382,557,545.9007785,536.1751618,527.8231499,520.8447427,515.2399404,511.0087427,508.1511499,506.6671618,506.5567785,507.82,4,3.827662526,3.667471705,3.518227137,3.378880354,3.248511567,3.126310555,3.011560857,2.903626626,2.801941628,2.706
Hexane/Heptane                                            [C6/C7],CCCCCC.CCCCCCC,KW0,1,0.999762786,1,1.001508227,0,540.2,536.8946064,533.6041892,530.3287483,527.0682837,523.8227956,520.5922837,517.3767483,514.1761892,510.9906064,507.82,2.33,2.362974316,2.39686272,2.431703708,2.467537967,2.504408537,2.542360979,2.581443565,2.621707483,2.663207059,2.706
Hexane/Water                                              [C6/H2O],CCCCCC.O,KW0,1,0.569681333,1,1.170217596,0,647.096,588.007878,538.9554275,499.9386486,470.9575412,452.0121054,443.1023412,444.2282486,455.3898275,476.587078,507.82,17.873728,11.89537421,8.857006891,7.01931525,5.788928785,4.908133577,4.246938156,3.732673621,3.321534946,2.985545344,2.706
Hexane/Toluene                                            [C6/TOL],CCCCCC.CC1=CC=CC=C1,KW0,1,0.988,1,1,-0.213,591.75,581.8842214,572.3457269,563.1345166,554.2505904,545.6939484,537.4645904,529.5625166,521.9877269,514.7402214,507.82,3.169,3.116931825,3.066279839,3.016989136,2.969007586,2.922285662,2.876776281,2.832434654,2.789218148,2.747086161,2.706
Hexane/Octane                                             [C6/C8],CCCCCC.CCCCCCCC,KW0,1,1.001633952,1,1.006268954,0,568.74,562.6508068,556.5609899,550.4705492,544.3794848,538.2877967,532.1954848,526.1025492,520.0089899,513.9148068,507.82,2.031,2.083153054,2.138009578,2.195785317,2.2567196,2.321078653,2.389159485,2.461294472,2.537856783,2.619266831,2.706
Hexane/Nonane                                             [C6/C9],CCCCCC.CCCCCCCCC,KW0,1,1.055369591,1,1.02076168,0,594.55,591.0458346,586.3930393,580.591614,573.6415589,565.5428739,556.2955589,545.899614,534.3550393,521.6618346,507.82,1.81,1.869884825,1.934366505,2.003989385,2.07938738,2.161303179,2.250612624,2.348355948,2.455778242,2.574382493,2.706
Hexane/Decane                                             [C6/C10],CCCCCC.CCCCCCCCCC,KW0,0.99764101,1.028939539,1.001516371,1.013511439,0,617.7,608.9496931,599.7889403,590.1852918,580.1062368,569.5192029,558.3915563,546.6906011,534.3835801,521.4376736,507.82,1.64,1.708782204,1.783366852,1.864457784,1.952875788,2.0495837,2.155718243,2.27263081,2.401940257,2.545602052,2.706
Hexane/Dodecane                                           [C6/C12],CCCCCC.CCCCCCCCCCCC,KW0,0.991,1.027,1,1.038,1.14,658.1,644.2345524,630.4499527,616.6206078,602.6200176,588.3207674,573.594519,558.3120028,542.3430093,525.5563802,507.82,1.33,1.401949076,1.481955043,1.571450898,1.672230879,1.786571957,1.917407889,2.068584432,2.245243589,2.454420003,2.706
Ethanol/Benzene                                           [ETO/BEN],CCO.C1=CC=CC=C1,KW0,0.981354269,0.92,0.997008973,0.97,-0.162,562.02,548.1138307,536.8270724,527.9477358,521.2606522,516.5474132,513.5863096,512.1522693,512.0167925,512.9478868,514.71,3.901,4.068253487,4.242707606,4.424612435,4.614226102,4.811817013,5.017666834,5.232074338,5.45536034,5.687873892,5.93
Ethanol/Toluene                                           [ETO/TOL],CCO.CC1=CC=CC=C1,KW0,0.982318271,0.904,1,1,0.282,591.75,572.9901239,557.2426286,544.3043598,533.9692747,526.0283898,520.2697288,516.4782686,514.4358846,513.9212943,514.71,3.169,3.33896874,3.5244148,3.727433767,3.950511118,4.196616875,4.469329199,4.772997799,5.112962969,5.495853662,5.93
Ethanol/Ethylene glycol                                   [ETO/EGLY],CCO.C(CO)O,KW0,1,1.0174,1,0.9095,0.3312,719,698.9434605,678.804152,658.5820745,638.277228,617.8896125,597.419228,576.8660745,556.230152,535.5114605,514.71,5.88,5.982087117,6.065144486,6.127435267,6.16760881,6.18477189,6.17853756,6.149046747,6.096960353,6.023422698,5.93
Benzene/Cyclohexane                                       [BEN/CC6],C1=CC=CC=C1.C1CCCCC1,KW0,1,0.9933,1,1,-0.6475,553.6,553.7664406,554.0830054,554.5496946,555.1665082,555.933446,556.8505082,557.9176946,559.1350054,560.5024406,562.02,3.224,3.282595589,3.342978529,3.40522821,3.469428733,3.535669273,3.604044457,3.674654794,3.747607132,3.823015168,3.901
Benzene/Heptane                                           [BEN/C7],C1=CC=CC=C1.CCCCCCC,KW0,1,0.987,1,1.007,-0.675,540.2,541.0732153,542.2372717,543.6921691,545.4379075,547.474487,549.8019075,552.4201691,555.3292717,558.5292153,562.02,2.33,2.433128394,2.544503041,2.665130535,2.796187582,2.939058492,3.095383051,3.267118276,3.45661899,3.666744268,3.901
Benzene/Toluene                                           [BEN/TOL],C1=CC=CC=C1.CC1=CC=CC=C1,KW0,1,1,1,1.004,0.068,591.75,588.742521,585.7427039,582.7505489,579.7660559,576.7892249,573.8200559,570.8585489,567.9047039,564.958521,562.02,3.169,3.229385558,3.292167012,3.357489781,3.425511291,3.496402249,3.570348067,3.647550483,3.728229399,3.812624972,3.901
Benzene/Octane                                            [BEN/C8],C1=CC=CC=C1.CCCCCCCC,KW0,1,0.994,1,1.016,-0.924,568.74,567.4556032,566.3072946,565.2950742,564.418942,563.6788979,563.074942,562.6070742,562.2752946,562.0796032,562.02,2.031,2.138970561,2.257647181,2.388678823,2.534070656,2.696285701,2.878383393,3.084211702,3.318678623,3.588144142,3.901
Benzene/Nonane                                            [BEN/C9],C1=CC=CC=C1.CCCCCCCCC,KW0,1.005025126,1,1,1,-1.193,594.55,591.6734276,588.5264584,585.1796144,581.7031351,578.166978,574.6408203,571.1940605,567.8958197,564.8149428,562.02,1.81,1.924936651,2.052296997,2.194088763,2.352768972,2.531376368,2.733713546,2.964601965,3.230246324,3.53876718,3.901
Benzene/Decane                                            [BEN/C10],C1=CC=CC=C1.CCCCCCCCCC,KW0,1.008064516,1.052,1,1,-2.444,617.7,618.2465397,617.1120616,614.4187655,610.2880648,604.8405929,598.196209,590.4740048,581.7923104,572.2687004,562.02,1.64,1.754743003,1.883172437,2.02773749,2.191497333,2.378322481,2.593181398,2.842557654,3.135072647,3.482442641,3.901
Cyclohexane/Heptane                                       [CC6/C7],C1CCCCC1.CCCCCCC,KW0,1,1,1,1.0015,-0.2539,540.2,541.5326124,542.8668666,544.2027624,545.5402999,546.879479,548.2202999,549.5627624,550.9068666,552.2526124,553.6,2.33,2.399210376,2.47200674,2.548666301,2.629495404,2.714833453,2.805057494,2.900587569,3.001893023,3.109499944,3.224
Cyclohexane/Toluene                                       [CC6/TOL],C1CCCCC1.CC1=CC=CC=C1,KW0,1,1,1,0.9979,0.5865,591.75,587.8778016,584.018314,580.1715371,576.3374709,572.5161156,568.7074709,564.9115371,561.128314,557.3578016,553.6,3.169,3.175621568,3.182001626,3.188137096,3.194024995,3.199662447,3.205046682,3.210175042,3.21504498,3.219654069,3.224
Cyclohexane/Octane                                        [CC6/C8],C1CCCCC1.CCCCCCCC,KW0,1,1.008,1,1.0069,-0.358,568.74,568.0248203,567.132125,566.0619141,564.8141876,563.3889454,561.7861876,560.0059141,558.048125,555.9128203,553.6,2.031,2.112464963,2.199911771,2.294012332,2.395542826,2.505404744,2.624651232,2.75452037,2.89647762,3.052270526,3.224
Cyclohexane/Nonane                                        [CC6/C9],C1CCCCC1.CCCCCCCCC,KW0,1,1.015,1,1.009,-0.358,594.55,591.9382718,588.9969276,585.7259674,582.1253914,578.1951993,573.9353914,569.3459674,564.4269276,559.1782718,553.6,1.81,1.898075326,1.99391816,2.098578462,2.213303574,2.339586855,2.479231443,2.634434934,2.807903435,3.003007617,3.224
Cyclohexane/Decane                                        [CC6/C10],C1CCCCC1.CCCCCCCCCC,KW0,1,1.025,1,1.012,-0.358,617.7,613.7635015,609.277336,604.2415035,598.6560041,592.5208376,585.8360041,578.6015035,570.817336,562.4835015,553.6,1.64,1.730872753,1.830875006,1.941418753,2.06422162,2.201394223,2.355559299,2.530016969,2.728978409,2.957903406,3.224
Cyclohexane/Undecane                                      [CC6/C11],C1CCCCC1.CCCCCCCCCCC,KW0,1,1.04,1,1.014,-0.358,638.8,634.2873685,628.8842106,622.5905264,615.4063159,607.331579,598.3663159,588.5105264,577.7642106,566.1273685,553.6,1.5149,1.606785839,1.708748264,1.822491907,1.950126722,2.094295958,2.258355852,2.446633245,2.664803563,2.920460344,3.224
Cyclohexane/Dodecane                                      [CC6/C12],C1CCCCC1.CCCCCCCCCCCC,KW0,1,1.0548,1,1.0167,-0.358,658.1,653.1975264,647.0622691,639.6942282,631.0934036,621.2597954,610.1934036,597.8942282,584.3622691,569.5975264,553.6,1.33,1.42161405,1.524567464,1.641029589,1.773756735,1.926304799,2.103341514,2.311117385,2.558198088,2.856644999,3.224
Heptane/Water                                             [C7/H2O],CCCCCCC.O,KW0,1,1,1,1,0,647.096,635.9724305,624.9452987,614.0146045,603.180348,592.4425292,581.801148,571.2562045,560.8076987,550.4556305,540.2,17.873728,12.09740444,8.949802348,6.985001551,5.651278824,4.692722057,3.974588047,3.419288599,2.979061206,2.622940021,2.33
Heptane/Octane                                            [C7/C8],CCCCCCC.CCCCCCCC,KW0,1,0.998793111,1,1.006767176,0,568.74,565.7325282,562.7591613,559.8198992,556.914742,554.0436895,551.206742,548.4038992,545.6351613,542.9005282,540.2,2.031,2.05558218,2.081180768,2.1078497,2.135647003,2.164635185,2.194881666,2.22645927,2.259446765,2.293929481,2.33
Heptane/Nonane                                            [C7/C9],CCCCCCC.CCCCCCCCC,KW0,1,1.001150096,1,1.001370076,0,594.55,589.1151127,583.6802003,578.245263,572.8103005,567.375313,561.9403005,556.505263,551.0702003,545.6351127,540.2,1.81,1.852503999,1.896775469,1.942924361,1.991069903,2.041341596,2.093880342,2.148839727,2.206387485,2.266707156,2.33
Heptane/Decane                                            [C7/C10],CCCCCCC.CCCCCCCCCC,KW0,1,1.002229938,1,1.002972346,0,617.7,609.9481773,602.1967596,594.445747,586.6951395,578.9449369,571.1951395,563.445747,555.6967596,547.9481773,540.2,1.64,1.691975688,1.74689656,1.805014418,1.866610496,1.931999888,2.001536793,2.075620776,2.154704271,2.239301613,2.33
